id,car,corvette,c1,c2,c3,c4,c5,c6,c7,c8,classification
cars_1_0_0_ (1046).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1047).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1048).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1049).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (105).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1050).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1051).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1052).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1053).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1054).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1055).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1056).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1057).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1058).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1059).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (106).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1060).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1061).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1062).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1063).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1064).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1065).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1066).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1067).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1068).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1069).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (107).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1070).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1071).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1072).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1073).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1074).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1075).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1076).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1077).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1078).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1079).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (108).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1080).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1081).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1082).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1083).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1084).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1085).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1086).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1087).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1088).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1089).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (109).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1090).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1091).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1092).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1093).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1094).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1095).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1096).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1097).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1098).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1099).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (11).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (110).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1100).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1101).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1102).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1103).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1104).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1105).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1106).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1107).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1108).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1109).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (111).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1110).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1111).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1112).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1113).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1114).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1115).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1116).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1117).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1118).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1119).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (112).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1120).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1121).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1122).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1123).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1124).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1125).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1126).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1127).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1128).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1129).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (113).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1130).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1131).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1132).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1133).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1134).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1135).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1136).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1137).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1138).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1139).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (114).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1140).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1141).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1142).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1143).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1144).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1145).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1146).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1147).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1148).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1149).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (115).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1150).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1151).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1152).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1153).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1154).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1155).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1156).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1157).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1158).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1159).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (116).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1160).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1161).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1162).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1163).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1164).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1165).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1166).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1167).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1168).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1169).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (117).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1170).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1171).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1172).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1173).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1174).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1175).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1176).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1177).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1178).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1179).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (118).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1180).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1181).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1182).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1183).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1184).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1185).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1186).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1187).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1188).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1189).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (119).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1190).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1191).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1192).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1193).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1194).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1195).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1196).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1197).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1198).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1199).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (12).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (120).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1200).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1201).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1202).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1203).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1204).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1205).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1206).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1207).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1208).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1209).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (121).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1210).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1211).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1212).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1213).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1214).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1215).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1216).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1217).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1218).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1219).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (122).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1220).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1221).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1222).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1223).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1224).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1225).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1226).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1227).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1228).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1229).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (123).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1230).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1231).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1232).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1233).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1234).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1235).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1236).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1237).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1238).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
cars_1_0_0_ (1239).jpg,1,0,0,0,0,0,0,0,0,0,"['car', 'not_corvette']"
